nome,sobrenome,email,datanascimento,genero,tiposanguineo,endereco,cidade,estado,cep,cpf,frkPlanoSaude
Amanda,Ribeiro,AmandaBarbosaRibeiro@gustr.com,9/8/1982,F,O+,Rua Manoel Corr�a 767,Tubar�o,SC,88708-751,15956647779,323
Larissa,Cardoso,LarissaCostaCardoso@superrito.com,1/19/1990,F,O+,Quadra Quadra 111 Conjunto 04 27,Recanto das Emas,DF,72602-305,3125863457,45
Brenda,Martins,BrendaOliveiraMartins@jourrapide.com,3/30/1986,F,A+,Rua Hava� 1128,Manaus,AM,69045-400,25898722327,231
Julieta,Gomes,JulietaBarrosGomes@fleckens.hu,1/21/1994,F,B+,Rua Gigante Adamastor 1021,Campo Grande,MS,79064-350,3396551273,895
Sarah,Rodrigues,SarahGomesRodrigues@superrito.com,6/7/1980,F,AB+,Avenida Joaquim Almeida Izaias 1471,Araraquara,SP,14811-164,60749352701,895
Cau�,Almeida,CauaSouzaAlmeida@superrito.com,6/7/1980,M,O+,Rua General Calmon 1763,Vit�ria,ES,29010-470,2991592990,956
Emily,Costa,EmilyLimaCosta@rhyta.com,6/8/1974,F,AB-,Rua Cangira 1467,Salvador,BA,40221-175,91398981052,345
Erick,Rodrigues,ErickSouzaRodrigues@gustr.com,5/3/1938,M,A-,Rua Tirol 227,Novo Hamburgo,RS,93542-390,79732108908,956
Murilo,Barbosa,MuriloFerreiraBarbosa@jourrapide.com,1/21/1953,M,O+,Acesso Auidauna 1879,Itapevi,SP,06663-045,75383060561,956
Emily,Fernandes,EmilyMartinsFernandes@superrito.com,11/10/1935,F,O+,Rua Professor Louren�o Torres da Silva 465,Ribeir�o Preto,SP,14057-382,45917175500,895
F�bio,Sousa,FabioSantosSousa@superrito.com,2/12/1943,M,O+,Rua Ministro Xavier de Toledo 1640,Santos,SP,11070-300,93185402219,122
Kai,Alves,KaiSilvaAlves@armyspy.com,4/30/1986,M,O+,Rua Marmeleiro 350,Patos,PB,58705-660,29274693850,231
Isabella,Correia,IsabellaBarbosaCorreia@einrot.com,11/14/1956,F,O+,Avenida Nove de Novembro 248,S�o Jos� dos Campos,SP,12225-580,38089784062,145
Pedro,Sousa,PedroCardosoSousa@armyspy.com,8/14/1997,M,A+,Rua Wanessa Meireles Br�s 1261,Luzi�nia,GO,72811-040,50631040706,956
Murilo,Ribeiro,MuriloLimaRibeiro@fleckens.hu,11/19/1943,M,O+,Avenida Uberabinha 518,Uberl�ndia,MG,38401-352,92956104748,956
Kai,Melo,KaiAlmeidaMelo@einrot.com,6/17/1938,M,A+,Rua S�o Dimas 1923,Jo�o Pessoa,PB,58067-065,6987388105,112
Beatriz,Dias,BeatrizRochaDias@armyspy.com,11/26/1939,F,O+,Pra�a Ant�nio de M. Filho 1250,Mogi-Gua�u,SP,13840-156,54228170013,45
Daniel,Melo,DanielOliveiraMelo@einrot.com,12/6/2002,M,B+,Rua Olavo Dutra 1907,Porto Alegre,RS,91410-490,86387850541,389
Carla,Ferreira,CarlaBarbosaFerreira@armyspy.com,10/12/1954,F,O+,Rua Lobo 301,S�o Paulo,SP,03424-030,82986822541,145
Erick,Cunha,ErickAlmeidaCunha@fleckens.hu,5/25/1942,M,B-,Rua Aimor�s 1130,Len��is Paulista,SP,18682-770,41616555769,122
Estevan,Goncalves,EstevanSilvaGoncalves@armyspy.com,5/28/1945,M,A+,Rua BF 36 563,Goi�nia,GO,74477-159,48969083413,231
Mateus,Silva,MateusDiasSilva@dayrep.com,9/6/1942,M,A+,Rua Verdade 1491,Belford Roxo,RJ,26195-340,64570788009,323
Lavinia,Cunha,LaviniaRochaCunha@rhyta.com,4/29/1980,F,O+,Rua Cora��o Selvagem 1361,S�o Paulo,SPF,08223-390,5364380050,112
Luis,Santos,LuisAlvesSantos@einrot.com,10/19/1958,M,O+,Alameda dos Guatamb�s 1621,Itapevi,SP,06670-160,59602648465,345
Leila,Azevedo,LeilaSouzaAzevedo@einrot.com,9/8/1970,F,AB+,1� Travessa Gra�a Lessa 1622,Salvador,BA,40290-530,64993892853,895
Samuel,Alves,SamuelBarrosAlves@superrito.com,10/27/1963,M,AB+,Rua Agr�nomo Tenisson Freire 1510,Aracaju,SE,49030-030,66299707801,145
Emily,Almeida,EmilyMeloAlmeida@einrot.com,3/15/1988,F,A+,Rua Pedro �lvares Cabral 213,Piracicaba,SP,13401-517,8131342697,145
Nicole,Ribeiro,NicoleLimaRibeiro@dayrep.com,4/13/2004,F,O+,Rua Ivan Gomes 1554,Campina Grande,PB,58109-395,26944318601,895
T�nia,Castro,TaniaGoncalvesCastro@gustr.com,2/8/1984,F,B+,Rua Magnol 612,Blumenau,SC,89052-373,26244819152,895
Amanda,Araujo,AmandaSantosAraujo@rhyta.com,9/15/1990,F,O-,Pra�a Nossa Senhora da Abadia 374,Uberaba,MG,38025-430,7114882661,986
Manuela,Barros,ManuelaAlmeidaBarros@fleckens.hu,3/29/1960,F,A+,Rua Mandirituba 916,Curitiba,PR,81925-540,32422645330,122
Melissa,Almeida,MelissaFernandesAlmeida@superrito.com,10/28/1941,F,A+,Rua Jurandir Alves Ribeiro 1993,Itatiba,SP,13255-702,54619503886,112
Davi,Araujo,DaviSilvaAraujo@armyspy.com,2/14/2002,M,O+,Rua Isaac Cat�o 532,Campina Grande,PB,58105-310,99230730505,122
Estevan,Ribeiro,EstevanRodriguesRibeiro@rhyta.com,10/11/1944,M,O+,Rua Alagoas 753,Guarapuava,PR,85045-630,11281022349,91
Lara,Pereira,LaraRibeiroPereira@cuvox.de,7/24/1988,F,A-,Rua Sepetiba 162,Salto,SP,13327-115,46461138218,231
Tom�s,Castro,TomasCarvalhoCastro@armyspy.com,7/19/1984,M,A+,Rua S�o Martinho de Braga 471,Rio de Janeiro,RJ,23055-600,981848222,956
Breno,Carvalho,BrenoGoncalvesCarvalho@einrot.com,12/20/1999,M,B+,Rua Raymundo Padilha 1588,Barra do Pira�,RJ,27150-550,93817705905,345
Laura,Silva,LauraCarvalhoSilva@jourrapide.com,10/7/1962,F,A+,Estrada do Pinheirinho 173,S�o Paulo,SP,05215-000,45104729869,98
Mariana,Melo,MarianaGomesMelo@fleckens.hu,5/14/1985,F,O+,Rua Conde Humberto 526,Cariacica,ES,29141-350,43377871357,112
Emilly,Fernandes,EmillyAlmeidaFernandes@superrito.com,9/28/1941,F,B+,Rua Transamaz�nica 737,Igarassu,PE,53610-759,39403152575,323
Rebeca,Correia,RebecaBarbosaCorreia@cuvox.de,7/10/1954,F,B+,Rua Carlos Alberto 5,Duque de Caxias,RJ,25235-200,33633456902,345
Joao,Barbosa,JoaoCarvalhoBarbosa@gustr.com,3/21/1988,M,A+,Rua Ant�nio de Castilho 906,Campo Grande,MS,79074-310,70784074232,122
Breno,Sousa,BrenoCorreiaSousa@dayrep.com,3/4/1934,M,O+,Rua Pio XII 296,Contagem,MG,32010-440,50381649199,231
Kaua,Dias,KauaAzevedoDias@superrito.com,11/15/1991,M,O+,Rua S�o Jos� 1980,Len��is Paulista,SP,18682-100,34466309370,45
Isabela,Pereira,IsabelaDiasPereira@fleckens.hu@g.com,4/2/1945,F,B+,Travessa Ant�nio Lins 562,Jo�o Pessoa,PB,58085-533,75210168409,986
Gabrielle,Cavalcanti,GabrielleCarvalhoCavalcanti@dayrep.com,1/31/1997,F,O+,Rua Projetada e 1384,Paranava�,PR,87708-460,72826022040,956
Douglas,Cavalcanti,DouglasFerreiraCavalcanti@dayrep.com,5/17/2001,M,O+,Rua Monsenhor Jos� Nock 1523,Arauc�ria,PR,83706-570,68252387012,98
Leonor,Azevedo,LeonorRochaAzevedo@einrot.com,5/18/1973,F,A+,Rua Bas�lio Consolini 1146,Itatiba,SP,13255-230,74360115709,98
Danilo,Pereira,DaniloFerreiraPereira@superrito.com,1/9/1985,M,O+,Rua �ngelo Dallazuana Sobrinho 1361,Colombo,PR,83407-839,72768131857,98
Mateus,Barros,MateusMartinsBarros@dayrep.com,5/24/1974,M,A-,Rua Benedicta Rodrigues Domingos 386,Ribeir�o Preto,SP,14095-050,27653873200,956
Gabrielly,Castro,GabriellyGomesCastro@superrito.com,6/22/1947,F,O+,Rua Pedro Vicente de Azevedo 1665,S�o Paulo,SP,05206-190,20766724190,956
Clara,Souza,ClaraCarvalhoSouza@fleckens.hu,8/4/1940,F,O+,Rua Partenon 1014,Barueri,SP,06410-320,86564161204,323
Julian,Fernandes,JulianSilvaFernandes@gustr.com,10/31/1985,M,A+,Rua H 482,Cariacica,ES,29143-009,92297745702,45
J�lia,Dias,JuliaCastroDias@einrot.com,9/8/1964,F,O+,Rua J�lio Manoel dos Santos 964,Presidente Prudente,SP,19027-120,1165938731,45
F�bio,Cavalcanti,FabioBarrosCavalcanti@jourrapide.com,10/17/1958,M,B+,Travessa Frei Caneca 1425,S�o Lu�s,MA,65040-611,16273459142,231
Tom�s,Barros,TomasGomesBarros@superrito.com,1/7/1946,M,O+,Avenida Doutor Moacyr Siqueira 1658,Juiz de Fora,MG,36062-010,76627365200,956
Evelyn,Gomes,EvelynDiasGomes@armyspy.com,1/27/1952,F,B+,Pra�a dos Aposentados 1597,Bauru,SP,17032-025,39293752492,45
Emily,Cunha,EmilyCardosoCunha@dayrep.com,10/22/1943,F,B+,Rua S�o Jorge 810,Itagua�,RJ,23826-040,33987250747,986
Jo�o,Barros,JoaoAzevedoBarros@cuvox.de,7/30/1991,M,O+,Rua Silveira 1179,Cascavel,PR,85819-140,7424623064,895
Lara,Dias,LaraSilvaDias@fleckens.hu,12/18/1997,F,O+,Rua Doutor Ribeiro Silva 937,S�o Jo�o Del Rei,MG,36300-186,51945999519,895
Murilo,Cavalcanti,MuriloRochaCavalcanti@gustr.com,5/20/1975,M,AB-,Ladeira das Pedras 1992,Salvador,BA,40830-620,91639823077,98
Carolina,Castro,CarolinaSilvaCastro@dayrep.com,10/30/1971,F,B+,Rua Saudades 1928,Birig�i,SP,16200-006,10704545241,98
Vit�ria,Costa,VitoriaCavalcantiCosta@teleworm.us,1/22/1965,F,O-,1� Avenida Br�ulio Pereira 1822,Salvador,BA,40365-745,81673038964,345
Felipe,Correia,FelipeMeloCorreia@teleworm.us,7/12/1960,M,A+,Avenida Flamingo 1934,Aparecida de Goi�nia,GO,74970-580,3037961112,45
Alex,Sousa,AlexSilvaSousa@armyspy.com,3/15/1951,M,O+,Rua Oito 747,S�o Lu�s,MA,65071-100,10132895447,91
Daniel,Lima,DanielRibeiroLima@rhyta.com,5/30/1965,M,B+,Travessa dos Fazendeiros 850,Itabira,MG,35900-806,18105143984,345
Alex,Melo,AlexSouzaMelo@teleworm.us,10/4/2001,M,O+,Rua Kansas 629,Itapecerica da Serra,SP,06852-680,50354176706,345
Pedro,Cunha,PedroSilvaCunha@rhyta.com,12/7/1959,M,A+,Rua Francisca Melo da Silva 1371,Mossor�,RN,59614-580,83874514366,956
Vin�cius,Gomes,ViniciusSouzaGomes@fleckens.hu,5/19/1938,M,O+,Quadra SQS 404 1185,Bras�lia,DF,70238-000,7384401321,112
�gatha,Sousa,AgathaSantosSousa@armyspy.com,7/29/1974,F,O+,Alameda das Samambaias 265,Pirassununga,SP,13632-468,32220946088,389
Livia,Costa,LiviaRodriguesCosta@dayrep.com,10/18/1953,F,AB+,Vila Ana Paula 439,Bel�m,PA,66812-390,62741681503,956
Rebeca,Oliveira,RebecaRochaOliveira@einrot.com,2/3/1991,F,A-,Rua Ari Quaranta 796,Guarulhos,SP,07176-700,73453642325,112
Renan,Rodrigues,RenanGomesRodrigues@einrot.com,8/9/1943,M,A-,Rua Santa Clara 1417,Mogi das Cruzes,SP,08742-080,70183324781,98
Livia,Santos,LiviaRibeiroSantos@gustr.com,1/14/1966,F,A+,Rua do Rochedo 190,Atibaia,SP,12954-428,76105352654,45
Ot�vio,Souza,OtavioAlmeidaSouza@cuvox.de,8/19/1942,M,O+,3� Travessa S�o Sebasti�o 279,Salvador,BA,40220-545,7108886510,323
Yasmin,Azevedo,YasminAraujoAzevedo@teleworm.us,8/7/1998,F,A+,Avenida Igualdade 768,Macap�,AP,68907-080,12026080275,231
Gabrielly,Gomes,GabriellyAlmeidaGomes@gustr.com,4/23/1989,F,O+,Rua Edmundo Xavier 1701,S�o Paulo,SP,03408-040,34855786900,231
Enzo,Dias,EnzoSilvaDias@rhyta.com,7/7/1957,M,AB+,Rua Ad�o Jos� de Paula 1618,Rio de Janeiro,RJ,21745-610,32885118865,956
Kauan,Barros,KauanRochaBarros@cuvox.de,7/4/1953,M,B+,Rua Desembargador Alfredo Russel 1774,S�o Paulo,SP,03558-070,19368321515,345
Vit�r,Gomes,VitorAlmeidaGomes@teleworm.us,3/21/1979,M,A+,Rua Quatorze 1906,Campo Limpo Paulista,SP,13238-770,8148977542,231
Giovana,Azevedo,GiovanaSilvaAzevedo@dayrep.com,5/20/1947,F,O+,Rua Turquia 1330,S�o Paulo,SP,01449-050,62286004196,91
Eduardo,Sousa,EduardoBarrosSousa@superrito.com,7/25/1958,M,A+,Rua Duzentos e Cinq�enta e Cinco 1397,Bag�,RS,96410-120,44210805602,345
Leonardo,Cavalcanti,LeonardoAlvesCavalcanti@einrot.com,7/21/1994,M,B+,Rua Hideto Kadota 1343,Paranagu�,PR,83212-527,80416914551,345
Julia,Silva,JuliaCostaSilva@dayrep.com,9/11/1958,F,A+,Rua Stanislaw Ponte Preta 314,S�o Bernardo do Campo,SP,09843-830,69004261282,389
Sofia,Martins,SofiaPintoMartins@einrot.com,4/28/1984,F,A+,Rua Bom Jesus da Cachoeira 80,S�o Paulo,SP,02236-020,83563595976,345
Emilly,Gomes,EmillyCastroGomes@armyspy.com,6/25/1960,F,O-,Rua 18 910,Luzi�nia,GO,72816-180,37889594100,112
Luana,Souza,LuanaAraujoSouza@teleworm.us,3/26/1944,F,A+,Rua Edson Luiz Beghini 1939,Bauru,SP,17056-046,72864843544,345
Aline,Fernandes,AlineAzevedoFernandes@einrot.com,2/24/1965,F,O+,Rua 1 1692,Rio Verde,GO,75902-012,30215311728,45
Rafaela,Barbosa,RafaelaCavalcantiBarbosa@einrot.com,4/3/1968,F,B-,Rua Piraju 1117,Barueri,SP,06416-160,97963499900,231
Nicolas,Barbosa,NicolasSantosBarbosa@fleckens.hu,9/10/1977,M,A+,Rua Jos� C�mara Guimar�es 1438,Garanhuns,PE,55293-320,26086486492,98
Let�cia,Alves,LeticiaGomesAlves@einrot.com,10/24/1944,F,A+,Quadra Quadra 17 Conjunto B 1513,Parano�,DF,71571-702,9011830679,231
Estevan,Fernandes,EstevanSousaFernandes@teleworm.us,9/15/1941,M,A+,Escada Maria Ortiz 528,Vit�ria,ES,29015-130,59403734884,323
Beatriz,Sousa,BeatrizBarrosSousa@dayrep.com,6/30/1945,F,AB+,Rua C 23 128,Goi�nia,GO,74265-130,13876670330,986
Kau�,Melo,KaueOliveiraMelo@superrito.com,5/13/1985,M,O-,Rua Campinorte 979,Recife,PE,51250-270,85046527421,45
Jos�,Alves,JoseFerreiraAlves@dayrep.com,7/10/1973,M,B+,Pra�a Jitsuji Fujiwara 832,Maring�,PR,87050-030,84926061775,98
Erick,Silva,ErickGomesSilva@einrot.com,3/10/1968,M,O+,Rua dos Motoristas 1657,Campo Grande,MS,79060-150,49478321005,389
Nicole,Correia,NicoleAzevedoCorreia@dayrep.com,4/29/1997,F,O+,Rua Dezesseis 409,Vila Velha,ES,29105-660,66090987000,91
Livia,Cunha,LiviaCavalcantiCunha@fleckens.hu,12/17/1973,F,O-,Travessa Mensagem de Natal 1474,S�o Paulo,SP,03289-161,52282371356,231
Gabrielly,Cardoso,GabriellyMeloCardoso@rhyta.com,2/11/2000,F,O+,Rua Franciszek Olencewicz 1226,S�o Jos� dos Pinhais,PR,83060-510,15500772287,389
Gabrielly,Oliveira,GabriellyGoncalvesOliveira@teleworm.us,9/7/1969,F,B+,Avenida At�nas 1539,S�o Gon�alo,RJ,24752-090,98852199608,122
Danilo,Oliveira,DaniloRodriguesOliveira@rhyta.com,7/12/1994,M,A+,Rua Compositor Luiz Gonzaga 433,Bayeux,PB,58309-688,42641513331,231
Kau�,Cardoso,KaueMeloCardoso@fleckens.hu,7/2/1955,M,A+,Travessa Cinq�enta e Tr�s 1861,V�rzea Grande,MT,78149-408,94690608490,323
Paulo,Ferreira,PauloAzevedoFerreira@fleckens.hu,5/1/1939,M,B+,2� Travessa Joaquim Ferreira 635,Salvador,BA,41502-110,70295862394,122
Arthur,Santos,ArthurAraujoSantos@rhyta.com,6/10/1989,M,O+,Rua �gua-marinha 130,Foz do Igua�u,PR,85854-240,30470604875,45
Isabelle,Sousa,IsabelleSilvaSousa@teleworm.us,7/9/1972,F,O+,Rua Salgado Filho 42,S�o Jo�o de Meriti,RJ,25555-190,87162510671,231
Gabrielly,Azevedo,GabriellyLimaAzevedo@gustr.com,8/17/1986,F,A+,Rua S�o Crist�v�o 618,Patos de Minas,MG,38700-432,2067647318,323
T�nia,Azevedo,TaniaAraujoAzevedo@armyspy.com,10/1/1996,F,B+,Avenida Vinte e quatro 413,S�o Jos� dos Campos,SP,12246-031,58148563780,231
Davi,Ferreira,DaviAlvesFerreira@armyspy.com,9/4/1934,M,B+,Rua Helv�dio Pedroso de Oliveira 1949,Sorocaba,SP,18044-175,57242971160,112
Brenda,Correia,BrendaCastroCorreia@gustr.com,8/6/1964,F,O+,Rua Imbu 1596,Chapec�,SC,89809-070,48009506516,895
Enzo,Almeida,EnzoGoncalvesAlmeida@einrot.com,3/26/1967,M,A+,Rua das Violetas 1057,Goi�nia,GO,74390-455,70489292194,323
Eduarda,Castro,EduardaSouzaCastro@teleworm.us,9/25/1982,F,A-,Rua Rio Negro 1300,Ribeir�o Preto,SP,14060-170,99104120710,345
Nicolash,Cunha,NicolashRibeiroCunha@cuvox.de,3/17/1967,M,O+,Rua Brasil 1439,Ponta Grossa,PR,84036-010,74541114240,956
Kauan,Cavalcanti,KauanRibeiroCavalcanti@superrito.com,12/3/1940,M,AB+,Rua T 1372,Gurupi,TO,77433-480,38320159652,956
Leonardo,Pereira,LeonardoLimaPereira@superrito.com,1/1/1990,M,B+,Rua Ernesto de Matos Carvalho 1179,Dourados,MS,79814-110,72921973960,231
Vit�ria,Goncalves,VitoriaCavalcantiGoncalves@rhyta.com,4/30/1968,F,A-,Rua Maraial 638,Olinda,PE,53140-000,83983492800,112
Marcos,Goncalves,MarcosAlvesGoncalves@fleckens.hu,4/15/2003,M,B+,Rua Desportista Adalberto Ferreira dos Santos 73,Jo�o Pessoa,PB,58079-010,16357728934,956
Carla,Oliveira,CarlaCarvalhoOliveira@cuvox.de,11/7/1950,F,A+,Rua Ant�nio Azevedo Farias 1070,Campina Grande,PB,58103-660,46686446092,145
Leila,Santos,LeilaPereiraSantos@dayrep.com,1/11/1943,F,A+,Rua Silvares 27,Birig�i,SP,16201-013,83990797239,112
Danilo,Araujo,DaniloCunhaAraujo@jourrapide.com,10/20/1990,M,B+,Rua Quatro 196,Paranagu�,PR,83215-140,85021571320,389
Leonardo,Goncalves,LeonardoAlmeidaGoncalves@teleworm.us,5/13/1970,M,A+,Rua Duartina 1777,Belo Horizonte,MG,31070-090,76782493497,389
Leonardo,Pereira,LeonardoAlvesPereira@superrito.com,12/31/1964,M,B-,Quadra Quadra 159 540,Novo Gama,GO,72865-159,72468737679,112
Lu�s,Cardoso,LuisSousaCardoso@gustr.com,6/27/1989,M,O+,Rua S�o Bernardo 507,Luzi�nia,GO,72850-505,43398068111,145
Felipe,Pereira,FelipeCavalcantiPereira@dayrep.com,4/5/1983,M,O+,Conjunto Jardim Floresta Park 1954,Ananindeua,PA,67030-591,90849998603,122
Rafael,Azevedo,RafaelSouzaAzevedo@armyspy.com,4/16/1981,M,A-,Rua Dezessete 906,V�rzea Grande,MT,78148-560,81808345142,389
Paulo,Araujo,PauloFernandesAraujo@fleckens.hu,8/1/1964,M,O+,Rua Raimundo Dias de Avelar 1397,Sete Lagoas,MG,35700-136,97664863449,122
Marcos,Fernandes,MarcosFerreiraFernandes@fleckens.hu,2/23/1965,M,A+,Rua Marize Bastier 829,Natal,RN,59056-070,55891069318,98
Tom�s,Oliveira,TomasFerreiraOliveira@gustr.com,3/18/1941,M,A+,Rua Para�ba 1344,Teixeira de Freitas,BA,45998-219,23485189618,345
Carlos,Martins,CarlosCarvalhoMartins@jourrapide.com,4/27/1971,M,B-,Rua Itamb� 1288,S�o Jos� dos Campos,SP,12230-660,2786349826,45
Julieta,Cunha,JulietaGomesCunha@cuvox.de,12/7/1966,F,O+,Alameda Ot�vio Cat�o 1057,Dourados,MS,79843-050,25667064766,45
Amanda,Almeida,AmandaCavalcantiAlmeida@einrot.com,4/25/1961,F,O+,1� Travessa da BR 877,Caxias,MA,65607-190,12919227092,98
Breno,Dias,BrenoFernandesDias@jourrapide.com,10/21/1980,M,B+,Rua Nivaldo Correa 1193,Belo Horizonte,MG,31270-450,27034866775,956
Nicolas,Silva,NicolasCunhaSilva@gustr.com,12/15/1999,M,AB+,Rua das Mangueiras 1672,Salvador,BA,41218-097,39853848511,98
Isabella,Lima,IsabellaAraujoLima@armyspy.com,4/17/1937,F,A+,Travessa Setembro de 1983 1911,S�o Paulo,SP,05887-510,87685220105,45
Mateus,Cardoso,MateusDiasCardoso@jourrapide.com,6/28/1942,M,A+,Rua A 1535,Ribeir�o Preto,SP,14078-494,48847770777,98
Lara,Carvalho,LaraAlmeidaCarvalho@armyspy.com,6/30/1941,F,O+,Rua Jacob Justen 1545,Petr�polis,RJ,25665-063,55053935351,345
Carla,Ferreira,CarlaCardosoFerreira@fleckens.hu,7/11/1948,F,O+,Rua Venturosa 1451,S�o Paulo,SP,08295-350,18797776491,122
Camila,Ribeiro,CamilaSantosRibeiro@dayrep.com,4/18/1962,F,O-,Rua Mestre Jo�o Tim�teo 1992,Sete Lagoas,MG,35700-380,71804492370,323
Melissa,Ribeiro,MelissaGomesRibeiro@superrito.com,1/31/1993,F,B+,Rua Cl�udio Joaquim de Santana 353,Camaragibe,PE,54768-585,29728808119,389
Vit�ria,Lima,VitoriaCarvalhoLima@gustr.com,1/7/1938,F,O+,Avenida Huber Warco 865,Mogi das Cruzes,SP,08820-190,62272387756,895
Diego,Fernandes,DiegoPereiraFernandes@armyspy.com,11/7/1977,M,A-,Quadra Parque Piau� 402,Teresina,PI,64025-270,14046738650,323
Sofia,Alves,SofiaPintoAlves@fleckens.hu,5/27/1937,F,A+,Avenida 60 905,Rio Claro,SP,13504-647,93326338864,122
Douglas,Pereira,DouglasMeloPereira@rhyta.com,1/23/1973,M,B+,Rua S�o Domingos 1162,Caruaru,PE,55016-740,20259761869,112
Lara,Costa,LaraSilvaCosta@cuvox.de,9/5/1999,F,O+,Rua Frei Martinho 1081,Campina Grande,PB,58102-433,55056052655,145
Davi,Ferreira,DaviRochaFerreira@dayrep.com,12/20/1936,M,B+,Rua Araguaia 1262,S�o Jo�o Del Rei,MG,36305-068,66253484737,231
Samuel,Rocha,SamuelAlvesRocha@jourrapide.com,12/10/1961,M,O+,Rua Cantagalo 168,Itagua�,RJ,23835-790,7516174408,895
Clara,Ferreira,ClaraAlmeidaFerreira@cuvox.de,5/16/2003,F,B+,Avenida Capit�o Francisco In�cio 745,Po�,SP,08551-150,68001494039,145
Bruno,Barbosa,BrunoCostaBarbosa@dayrep.com,11/15/1954,M,B+,Rua Desembargador Ant�nio Cerejo 1644,Natal,RN,59056-360,77062897612,98
Bruno,Lima,BrunoSousaLima@fleckens.hu,3/21/1988,M,O+,Rua 301 102,Gurupi,TO,77430-490,24821727560,986
